"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Hong Kong SAR, China","HKG","Consumer price index (2010 = 100)","FP.CPI.TOTL","","","","","","","","","","","","","","","","","","","","","","28.9890925810347","32.1693305857052","35.3495685903757","38.4074897487127","39.752975058381","41.0984603680492","43.4224804483854","46.8473521457227","51.6177091527284","56.9996503914016","63.3601264007425","69.4759687174165","75.5918110340906","82.1969207360984","89.6582483624406","95.2848232937807","100.789081378787","103.724685690791","99.5659129154526","95.8964075254482","94.306288523113","91.4930010574429","89.0466641307732","88.8020304381063","89.5359315161073","91.3268754223924","93.1854021175941","97.1953142599685","97.7585041676054","100","105.305248929939","109.574228429827","114.327551250282","119.384996620861","122.955620635278","125.917999549448","127.799053840955","130.874070736652","134.647443117819","134.985357062402","137.102951115116","139.682360892093","142.610948411804","145.077720207254","147.16152286551",
