OBJECTID,DATASET_EN,DATASET_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,NSEARCH03_TC,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,NSEARCH06_EN,NSEARCH06_TC,NSEARCH07_EN,NSEARCH07_TC,NSEARCH08_EN,NSEARCH08_TC,NSEARCH09_EN,NSEARCH09_TC,NSEARCH10_EN,NSEARCH10_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing
41,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"33 Hip Wo Street, Kowloon",九龍 協和街 33 號,2020,2020,KOWLOON,九龍,KN37/2020(OP),KN37/2020(OP),KN37/2020(OP),KN37/2020(OP),Apartment/Commercialwith residents'recreational facilities,寓所／商業處所連住客康樂設施,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037GFACe.pdf,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037EN.pdf,Provisional Assessment Rating: Platinum (as at OP),暫定評估級別: 鉑金 (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037OTTV.pdf,819496.5,841224.4,22.31444869,114.2249789,2024-02-28T11:23:23,841224.4000000004,819496.5
42,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 A Kung Ngam Road, Hong Kong",香港阿公岩道 1 號,2021,2021,HONG KONG ISLAND,香港島,HK11/2021(OP),HK11/2021(OP),HK11/2021(OP),HK11/2021(OP),Apartment with residents' recreational facilities,寓所連住客康樂設施,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\HK2021011EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\HK2021011EN.pdf,Provisional Assessment Rating: Bronze (as at OP),暫定評估級別: 銅 (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011RTTV.pdf,Not Applicable,不適用,815246.8,841825.2000000001,22.27606929,114.23079574,2024-02-28T11:23:23,841825.2000000002,815246.8000000007
43,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 Lei Yue Mun Path, Kowloon",九龍鯉魚門徑 1 號,2019,2019,KOWLOON,九龍,KN15/2019(OP),KN15/2019(OP),KN15/2019(OP),KN15/2019(OP),Apartment/Commercial,寓所／商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015OTTV.pdf,817093.8,842628.3,22.29274656,114.23859565,2024-02-28T11:23:23,842628.2999999998,817093.8000000007
44,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"7 Muk Ning Street, Kowloon",九龍沐寧街 7 號,2018,2018,KOWLOON,九龍,KN25/2018(OP),KN25/2018(OP),KN25/2018(OP),KN25/2018(OP),Apartment,寓所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025EN.pdf,Unclassified,不予評級,Not Applicable,不適用,Not Applicable,不適用,820994.7000000001,838819.7000000001,22.32798352,114.20164224,2024-02-28T11:23:23,838819.7000000002,820994.6999999993
45,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"So Kwun Wat, Tuen Mun, New Territories T.M.T.L. 238 s.C2",新界 屯門 掃管笏 屯門市地段第 238 號 C2 段,2020,2020,NEW TERRITORIES,新界,NT82/2020(OP),NT82/2020(OP),NT82/2020(OP),NT82/2020(OP),Shop extension,店舖擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020082GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020082GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,825879.5,817304.7000000001,22.37199351,113.99274871,2024-02-28T11:23:23,817304.7000000002,825879.5
46,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"107 How Ming Street, Kowloon",九龍巧明街 107 號,2018,2018,KOWLOON,九龍,KN21/2018(OP),KN21/2018(OP),KN21/2018(OP),KN21/2018(OP),FS & sprinkler pump room,消防及花灑泵房,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018021GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018021GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,819243.4,841144.9,22.31216347,114.22420651,2024-02-28T11:23:23,841144.9000000004,819243.4000000004
47,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"2 Lancashire Road, Kowloon",九龍蘭開夏道 2 號,2020,2020,KOWLOON,九龍,KN11/2020(OP),KN11/2020(OP),KN11/2020(OP),KN11/2020(OP),School extension,學校擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020011GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020011GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,821222.1,836515.2000000001,22.33003922,114.17927429,2024-02-28T11:23:23,836515.2000000002,821222.0999999996
48,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 Chong San Road, Tai Po, New Territories",新界 大埔 創新路 1 號,2020,2020,NEW TERRITORIES,新界,NT75/2020(OP),NT75/2020(OP),NT75/2020(OP),NT75/2020(OP),Apartment withinstitutional facilities,寓所連機構設施,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級 (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075OTTV.pdf,831555.4,840021.8,22.42335029,114.21333544,2024-02-28T11:23:23,840021.7999999998,831555.4000000004
49,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"7 Victory Avenue, Kowloon",九龍勝利道 7 號,2018,2018,KOWLOON,九龍,KN45/2018(OP),KN45/2018(OP),KN45/2018(OP),KN45/2018(OP),Apartment/Commercial,寓所／商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045GFACe.pdf,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,820048.4,836000.5,22.31943973,114.17427817,2024-02-28T11:23:23,836000.5,820048.4000000004
50,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories",新界大嶼山 赤鱲角 香港國際機場,2018,2018,NEW TERRITORIES,新界,NT27/2018(OP),NT27/2018(OP),NT27/2018(OP),NT27/2018(OP),Diesel filling station,柴油加油站,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018027GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018027GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,818359.4,808773.9,22.30396754,113.91004746,2024-02-28T11:23:23,808773.9000000004,818359.4000000004
51,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"2 Bridges Street, Central, Hong Kong",香港中環 必列者士街 2 號,2018,2018,HONG KONG ISLAND,香港島,HK22/2018(OP),HK22/2018(OP),HK22/2018(OP),HK22/2018(OP),Lift tower,升降機塔樓,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018022GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018022GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,816041.9,833589.5,22.28325697,114.1508835,2024-02-28T11:23:23,833589.5,816041.9000000004
52,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"98 How Ming Street, Kowloon 2.9.5/(16)",九龍 巧明街 98 號 2.9.5/(16),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,KN59/2022/OP,KN59/2022/OP,KN59/2022/OP,KN59/2022/OP,Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059EN.pdf,Provisional Assessment Rating: Silver (as at OP),暫定評估級別: 銀  (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,819303.9,841022.6,22.31271,114.22302,2024-02-28T11:23:23,841022.5999999996,819303.9000000004
53,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"7 Muk Tai Street, Kowloon",九龍沐泰街 7 號,2021,2021,KOWLOON,九龍,KN48/2021(OP),KN48/2021(OP),KN48/2021(OP),KN48/2021(OP),Apartment with residents'recreational facilitiesCommercial,寓所連住客康樂設施商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\KN2021048OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\KN2021048OTTV.pdf,820868.3,838486.4,22.32684229,114.19840699,2024-02-28T11:23:23,838486.4000000004,820868.3000000007
54,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"86 Hung To Road, Kowloon",九龍 鴻圖道 86 號,2020,2020,KOWLOON,九龍,KN17/2020(OP),KN17/2020(OP),KN17/2020(OP),KN17/2020(OP),Emergency generator room,緊急發電機房,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020017GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020017GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,818775.8,841160.4,22.30794082,114.22435616,2024-02-28T11:23:23,841160.4000000004,818775.8000000007
55,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Midfield Phase 2, Hong Kong International Airport, New Territories",新界香港國際機場 中場範圍第 2 期,2020,2020,NEW TERRITORIES,新界,NT5/2020(OP),NT5/2020(OP),NT5/2020(OP),NT5/2020(OP),Plant room building,機房大樓,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020005GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020005GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,818512,809208.8,22.30535294,113.91426563,2024-02-28T11:23:23,809208.7999999998,818512
56,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"9 Muk Ning Street, Kowloon",九龍沐寧街 9 號,2018,2018,KOWLOON,九龍,KN43/2018(OP),KN43/2018(OP),KN43/2018(OP),KN43/2018(OP),Apartment,寓所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,820939.1,838777.7000000001,22.3274815,114.2012348,2024-02-28T11:23:23,838777.7000000002,820939.0999999996
57,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"398-402 Kwun Tong Road, Kowloon",九龍 觀塘道 398-402 號,2021,2021,KOWLOON,九龍,KN1/2021(OP),KN1/2021(OP),KN1/2021(OP),KN1/2021(OP),Plant roomextension,機房擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001OTTV.pdf,819385.4,840997.2000000001,22.31344644,114.22277396,2024-02-28T11:23:23,840997.2000000002,819385.4000000004
58,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"195 Prince Edward Road West, Kowloon",九龍太子道西 195 號,2021,2021,KOWLOON,九龍,KN38/2021(OP),KN38/2021(OP),KN38/2021(OP),KN38/2021(OP),Apartment with residents' recreational facilities,寓所連住客康樂設施,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038EN.pdf,Provisional Assessment Rating: Bronze (as at OP),暫定評估級別: 銅(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038OTTV.pdf,820637.4,835991.4,22.32475878,114.17418961,2024-02-28T11:23:23,835991.4000000004,820637.4000000004
59,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"18 Fei Ngo Shan Road, Sai Kung, New Territories",新界西貢 飛鵝山道 18 號,2019,2019,NEW TERRITORIES,新界,NT30/2019(OP),NT30/2019(OP),NT30/2019(OP),NT30/2019(OP),Residence,住所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019030GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019030GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,822225.7000000001,841935.3,22.33909319,114.23188883,2024-02-28T11:23:23,841935.2999999998,822225.6999999993
60,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"8 Star Street, Hong Kong 1.3.1/(44)",香港 星街 8 號 1.3.1/(44),2022,2022,HONG KONG ISLAND,香港,HK17/2022/OP,HK17/2022/OP,HK17/2022/OP,HK17/2022/OP,Apartment/Commercial with residents’ recreational facilities,寓所／商業處所連 住客康樂設施,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017GFACe.pdf,Not applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級  (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017OTTV.pdf,815286.3,835372,22.27643511,114.1681805,2024-02-28T11:23:23,835372,815286.3000000007
61,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 Lohas Park Road, Site G, Tseung Kwan O Area 86, Tseung Kwan O, New Territories",新界將軍澳 將軍澳第 86 區 康城路 1 號地盤 G,2019,2019,NEW TERRITORIES,新界,PR10/2019(OP),PR10/2019(OP),PR10/2019(OP),PR10/2019(OP),Apartment,寓所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,817496,845709.9,22.29636432,114.2685016,2024-02-28T11:23:23,845709.9000000004,817496
