,OBJECTID,DATASET_EN,ADDRESS_EN,SEARCH01_EN,SEARCH02_EN,NSEARCH01_EN,NSEARCH02_EN,NSEARCH03_EN,NSEARCH04_EN,NSEARCH05_EN,NSEARCH06_EN,NSEARCH07_EN,NSEARCH08_EN,NSEARCH09_EN,NSEARCH10_EN,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,max_item
34,35,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"123 Java Road, Phase 2 of Ex-North Point Estate, Hong Kong",2018,HONG KONG ISLAND,HK69/2018(OP),HK69/2018(OP),"Government, institution",Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018069GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018069GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018069EN.pdf,Provisional Assessment Rating: Bronze (as at OP),Not Applicable,Not Applicable,817107.0,838686.4,22.29287551,114.20034331,2024-02-28T11:23:23,838686.4000000004,817107.0,
35,36,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Junction of Shing Yiu Street, Wing Kei Road and Kwai Fuk Road, Kwai Chung, New Territories",2019,NEW TERRITORIES,NT6/2019(OP),NT6/2019(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019006GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019006EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,824803.6,830374.3,22.36237147,114.11965302,2024-02-28T11:23:23,830374.2999999998,824803.5999999996,False
36,37,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"80 Des Voeux Road Central and 93 Queen's Road Central, Hong Kong",2020,HONG KONG ISLAND,HK45/2020(OP),HK45/2020(OP),Commercial(phase 1),Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020045GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816127.5,834056.3,22.28403042,114.15541304,2024-02-28T11:23:23,834056.2999999998,816127.5,
37,38,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Kwun Tsing Road, Tuen Mun, New Territories",2018,NEW TERRITORIES,NT42/2018(OP),NT42/2018(OP),Transmission equipment cabinet,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018042GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,826050.1,817448.7000000001,22.37353511,113.99414417,2024-02-28T11:23:23,817448.7000000002,826050.0999999996,
38,39,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"36 Severn Road, Hong Kong",2020,HONG KONG ISLAND,HK14/2020(OP),HK14/2020(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020014GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,814333.7000000001,834259.5,22.26783161,114.15738736,2024-02-28T11:23:23,834259.5,814333.6999999993,
39,40,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8388 Tai Po Road, Sha Tin Heights, New Territories",2021,NEW TERRITORIES,NT18/2021(OP),NT18/2021(OP),"Single family building, Apartment, Clubhouse",Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021018GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021018GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021018EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021018RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021018OTTV.pdf,824710.1,834742.9,22.36153718,114.16206703,2024-02-28T11:23:23,834742.9000000004,824710.0999999996,True
40,41,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"33 Hip Wo Street, Kowloon",2020,KOWLOON,KN37/2020(OP),KN37/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037EN.pdf,Provisional Assessment Rating: Platinum (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020037OTTV.pdf,819496.5,841224.4,22.31444869,114.2249789,2024-02-28T11:23:23,841224.4000000004,819496.5,
41,42,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 A Kung Ngam Road, Hong Kong",2021,HONG KONG ISLAND,HK11/2021(OP),HK11/2021(OP),Apartment with residents' recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\HK2021011EN.pdf,Provisional Assessment Rating: Bronze (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021011RTTV.pdf,Not Applicable,815246.8,841825.2000000001,22.27606929,114.23079574,2024-02-28T11:23:23,841825.2000000002,815246.8000000007,
42,43,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Lei Yue Mun Path, Kowloon",2019,KOWLOON,KN15/2019(OP),KN15/2019(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019015OTTV.pdf,817093.8,842628.3,22.29274656,114.23859565,2024-02-28T11:23:23,842628.2999999998,817093.8000000007,
43,44,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"7 Muk Ning Street, Kowloon",2018,KOWLOON,KN25/2018(OP),KN25/2018(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018025EN.pdf,Unclassified,Not Applicable,Not Applicable,820994.7000000001,838819.7000000001,22.32798352,114.20164224,2024-02-28T11:23:23,838819.7000000002,820994.6999999993,
44,45,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"So Kwun Wat, Tuen Mun, New Territories T.M.T.L. 238 s.C2",2020,NEW TERRITORIES,NT82/2020(OP),NT82/2020(OP),Shop extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020082GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,825879.5,817304.7000000001,22.37199351,113.99274871,2024-02-28T11:23:23,817304.7000000002,825879.5,
45,46,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"107 How Ming Street, Kowloon",2018,KOWLOON,KN21/2018(OP),KN21/2018(OP),FS & sprinkler pump room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018021GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819243.4,841144.9,22.31216347,114.22420651,2024-02-28T11:23:23,841144.9000000004,819243.4000000004,
46,47,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Lancashire Road, Kowloon",2020,KOWLOON,KN11/2020(OP),KN11/2020(OP),School extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020011GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821222.1,836515.2000000001,22.33003922,114.17927429,2024-02-28T11:23:23,836515.2000000002,821222.0999999996,
47,48,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Chong San Road, Tai Po, New Territories",2020,NEW TERRITORIES,NT75/2020(OP),NT75/2020(OP),Apartment withinstitutional facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020075OTTV.pdf,831555.4,840021.8,22.42335029,114.21333544,2024-02-28T11:23:23,840021.7999999998,831555.4000000004,False
48,49,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"7 Victory Avenue, Kowloon",2018,KOWLOON,KN45/2018(OP),KN45/2018(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018045EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,820048.4,836000.5,22.31943973,114.17427817,2024-02-28T11:23:23,836000.5,820048.4000000004,
49,50,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories",2018,NEW TERRITORIES,NT27/2018(OP),NT27/2018(OP),Diesel filling station,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018027GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818359.4,808773.9,22.30396754,113.91004746,2024-02-28T11:23:23,808773.9000000004,818359.4000000004,
50,51,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Bridges Street, Central, Hong Kong",2018,HONG KONG ISLAND,HK22/2018(OP),HK22/2018(OP),Lift tower,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018022GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816041.9,833589.5,22.28325697,114.1508835,2024-02-28T11:23:23,833589.5,816041.9000000004,
51,52,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"98 How Ming Street, Kowloon 2.9.5/(16)",2022,KOWLOON & NEW TERRITORIES,KN59/2022/OP,KN59/2022/OP,Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022059EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not applicable,Not applicable,819303.9,841022.6,22.31271,114.22302,2024-02-28T11:23:23,841022.5999999996,819303.9000000004,True
52,53,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"7 Muk Tai Street, Kowloon",2021,KOWLOON,KN48/2021(OP),KN48/2021(OP),Apartment with residents'recreational facilitiesCommercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021048RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c\KN2021048OTTV.pdf,820868.3,838486.4,22.32684229,114.19840699,2024-02-28T11:23:23,838486.4000000004,820868.3000000007,True
53,54,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"86 Hung To Road, Kowloon",2020,KOWLOON,KN17/2020(OP),KN17/2020(OP),Emergency generator room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020017GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818775.8,841160.4,22.30794082,114.22435616,2024-02-28T11:23:23,841160.4000000004,818775.8000000007,
54,55,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Midfield Phase 2, Hong Kong International Airport, New Territories",2020,NEW TERRITORIES,NT5/2020(OP),NT5/2020(OP),Plant room building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020005GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818512.0,809208.8,22.30535294,113.91426563,2024-02-28T11:23:23,809208.7999999998,818512.0,
55,56,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"9 Muk Ning Street, Kowloon",2018,KOWLOON,KN43/2018(OP),KN43/2018(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018043EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,820939.1,838777.7000000001,22.3274815,114.2012348,2024-02-28T11:23:23,838777.7000000002,820939.0999999996,False
56,57,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"398-402 Kwun Tong Road, Kowloon",2021,KOWLOON,KN1/2021(OP),KN1/2021(OP),Plant roomextension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021001OTTV.pdf,819385.4,840997.2000000001,22.31344644,114.22277396,2024-02-28T11:23:23,840997.2000000002,819385.4000000004,False
57,58,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"195 Prince Edward Road West, Kowloon",2021,KOWLOON,KN38/2021(OP),KN38/2021(OP),Apartment with residents' recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038EN.pdf,Provisional Assessment Rating: Bronze (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021038OTTV.pdf,820637.4,835991.4,22.32475878,114.17418961,2024-02-28T11:23:23,835991.4000000004,820637.4000000004,
58,59,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Fei Ngo Shan Road, Sai Kung, New Territories",2019,NEW TERRITORIES,NT30/2019(OP),NT30/2019(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019030GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,822225.7000000001,841935.3,22.33909319,114.23188883,2024-02-28T11:23:23,841935.2999999998,822225.6999999993,
59,60,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Star Street, Hong Kong 1.3.1/(44)",2022,HONG KONG ISLAND,HK17/2022/OP,HK17/2022/OP,Apartment/Commercial with residents’ recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017GFACe.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022017OTTV.pdf,815286.3,835372.0,22.27643511,114.1681805,2024-02-28T11:23:23,835372.0,815286.3000000007,True
60,61,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Lohas Park Road, Site G, Tseung Kwan O Area 86, Tseung Kwan O, New Territories",2019,NEW TERRITORIES,PR10/2019(OP),PR10/2019(OP),Apartment,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2019010EN.pdf,Provisional Assessment Rating: Gold (as at OP),Not Applicable,Not Applicable,817496.0,845709.9,22.29636432,114.2685016,2024-02-28T11:23:23,845709.9000000004,817496.0,
